gene_id	gene_name	X1O	X2O	X3O	P11_1	P11_2	P11_3
ENSG00000111707	SUDS3	5664.274	4623.957	4589.331	5821.462	5373.723	6352.848
ENSG00000111711	GOLT1B	551.998	430.001	850	692	533.999	594.001
ENSG00000111713	GYS2	0	0	0	0	0	0
ENSG00000111716	LDHB	51219.57	42419.672	53042.524	52446.08	50377.366	55796.932
ENSG00000111725	PRKAB1	2759	2317.998	2508	2866.999	3031.001	3076.001
ENSG00000111726	CMAS	2045	1773	1990.999	2182	2051	2295
ENSG00000111727	HCFC2	323	241	261	285.001	314	269
ENSG00000111728	ST8SIA1	28	18	27	23.003	37	40
ENSG00000111729	CLEC4A	5.573	0	2.8	6.904	7	5.205
ENSG00000111731	C2CD5	2586	2225	2170.001	2965.999	2614.999	2811.998
ENSG00000111732	AICDA	0	0	0	0	0	1
ENSG00000111737	RAB35	6080.999	5078.999	5392	6212.001	6015	6814
ENSG00000111752	PHC1	11093.284	9562.211	7464.154	11132.113	11499.073	12529.11
ENSG00000111775	COX6A1	17755.279	15952.789	33431.303	17537.856	18624.34	18978.464
ENSG00000111780	ENSG00000111780	0	0	130.19	88.349	130.702	162.099
ENSG00000111783	RFX4	0	0	0	0	1	0
ENSG00000111785	RIC8B	2083.999	1686	1565	2056	2085	2208
ENSG00000111786	SRSF9	12069.993	11131.997	14982.994	13511.997	14099.994	15245.001
ENSG00000111788	DDX12B	1362.431	1713.407	897.994	2006.413	2042.248	1790.105
ENSG00000111790	FGFR1OP2	1048	956	1172.999	1179	1094.001	1179.999
ENSG00000111796	KLRB1	0	0	0	0	1	0
ENSG00000111799	COL12A1	2	0	2	1	1	2
ENSG00000111801	BTN3A3	359.159	330.715	274.614	399.506	373.582	368.678
ENSG00000111802	TDP2	1765.999	1495.999	1966	1907	1788.999	1890
ENSG00000111816	FRK	52	43	34	63	50	77
ENSG00000111817	DSE	1017	801.999	774	1013.999	966.998	1237.998
ENSG00000111832	RWDD1	1625.995	1458.001	2541	1745	1760	1787.001
ENSG00000111834	RSPH4A	33	38	23	38	46	41
ENSG00000111837	MAK	24	30.999	26	38	24	32
ENSG00000111843	TMEM14C	3732.609	3194.569	5328.257	3969	3721.003	3876.585
ENSG00000111845	PAK1IP1	2137	1726	2609	2096	2020	2083
ENSG00000111846	GCNT2	965	750	887	1102	958.001	1099.999
ENSG00000111850	SMIM8	409.999	376.999	545	517	523	500
ENSG00000111859	NEDD9	832	820.999	623.999	842.999	887.999	983
ENSG00000111860	CEP85L	363	260	246	357	369	396
ENSG00000111863	ADTRP	0	0	0	0	0	0
ENSG00000111875	ASF1A	1209	954	1432	1145	1047	1086
ENSG00000111877	MCM9	753.001	631	693.001	833	734.001	909
ENSG00000111879	FAM184A	977.001	800	613.999	1007	918.999	996.999
ENSG00000111880	RNGTT	2205	1775.001	1951.001	2472	2191	2570
ENSG00000111885	MAN1A1	215	158	170	236	236	234
ENSG00000111886	GABRR2	11	20	20	20	22	15
ENSG00000111897	SERINC1	7338	5410	5816	7210	6718	7411
ENSG00000111906	HDDC2	2376	2180	2967.001	2578	2657.999	2621
ENSG00000111907	TPD52L1	1	0	1	1	0	1
ENSG00000111911	HINT3	1275	1035	1131	1284	1353	1465.989
ENSG00000111912	NCOA7	2741	2206	2098	2900.999	2802	3035
ENSG00000111913	RIPOR2	0	0	2	0	2	2
ENSG00000111961	SASH1	1	0	4	0	0	0
ENSG00000111962	UST	0	1	1	0	0	0
ENSG00000111981	ULBP1	47.71	31	29.816	42	48	41
ENSG00000112029	FBXO5	3134.001	2266	3179.001	3151	2595.999	2879.999
ENSG00000112031	MTRF1L	2415.62	2039.025	2286.702	2439.221	2515.535	2548.831
ENSG00000112033	PPARD	3868	3060.272	2566.999	3852.001	4037.999	4303
ENSG00000112038	OPRM1	2801	2458	1603.999	3297	2959	3082.001
ENSG00000112039	FANCE	1739.8	1582	1736	1974	2089.001	2214
ENSG00000112041	TULP1	2	1	2	1	2	3
ENSG00000112053	SLC26A8	0	0	2	2	1	0
ENSG00000112062	MAPK14	2862	2350.999	2379	3185	2894.999	3203.001
ENSG00000112077	RHAG	0	0	0	0	1	0
ENSG00000112078	KCTD20	13139.999	10002	10403.001	13087.001	12423	13601.001
ENSG00000112079	STK38	2948	2476	2238	3258	3017	3024
ENSG00000112081	SRSF3	21999.999	19750.001	29406	23628.998	23430.988	24747.995
ENSG00000112110	MRPL18	2848	2517	3506	3189	3203.999	3264
ENSG00000112115	IL17A	0	0	0	0	0	0
ENSG00000112116	IL17F	0	0	0	1	0	0
ENSG00000112118	MCM3	29373	25431	25556	32295.003	31841	35887.999
ENSG00000112130	RNF8	1972	1788.002	2407.999	2192.998	2091.001	2280.001
ENSG00000112137	PHACTR1	5711.08	4761.999	3959	5524.929	5845.002	6440
ENSG00000112139	MDGA1	112	59	63.256	107	93	98
ENSG00000112144	CILK1	2068	1709	1529	2112.001	2139	2430.001
ENSG00000112146	FBXO9	3423	2828.001	3464.999	3401.001	3401.999	3645
ENSG00000112149	CD83	373	289	324	310	314	360
ENSG00000112159	MDN1	10789.001	9057	6253.002	12347	11945.001	13812.999
ENSG00000112164	GLP1R	69	50	37	54	51	49
ENSG00000112167	SAYSD1	1286.999	963.001	1059	1240.001	1157	1245
ENSG00000112175	BMP5	0	0	1	0	0	3
ENSG00000112182	BACH2	2360	1911	1422	2369.998	2356	2730.051
ENSG00000112183	RBM24	1	1	3	2	1	1
ENSG00000112186	CAP2	409	335.001	366	413	389.001	450
ENSG00000112195	TREML2	0	0	0	0	0	1
ENSG00000112200	ZNF451	2436.111	1822	1854.407	2512.881	2148.641	2363.196
ENSG00000112208	BAG2	620	540	818	652	670	697
ENSG00000112210	RAB23	904	680	902	984	830	925
ENSG00000112212	TSPO2	0	0	0	0	0	0
ENSG00000112214	FHL5	0	0	0	0	0	0
ENSG00000112218	GPR63	329	258	209	307	299	317
ENSG00000112232	KHDRBS2	0	0	0	0	0	0
ENSG00000112234	FBXL4	1085	713	817	992	819	998
ENSG00000112237	CCNC	1396.999	1311	2118.999	1566	1527.001	1618.001
ENSG00000112238	PRDM13	5	1	0	8	5	4
ENSG00000112242	E2F3	6836	5992	5134	7429	7378	7936
ENSG00000112245	PTP4A1	4186.432	3109.717	3695.302	4087.822	3626.304	3960.764
ENSG00000112246	SIM1	1	0	0	0	0	0
ENSG00000112249	ASCC3	3184.999	2347	1928.999	3348	2894.001	3250
ENSG00000112273	HDGFL1	2	4	2	4	2	7
ENSG00000112276	BVES	1546	1286	1149	1640	1459	1646
ENSG00000112280	COL9A1	223.001	222	163.999	236	269	288.362
ENSG00000112282	MED23	1740.001	1341	1048.001	1617	1508.999	1615
ENSG00000112290	WASF1	8304	6803	5916	8135	7802	8593.001
ENSG00000112293	GPLD1	675	522	449	631.001	647.999	724
ENSG00000112294	ALDH5A1	1912	1584.001	1525.999	1981.961	2003	2266
ENSG00000112297	CRYBG1	15	8	6	16	10	14
ENSG00000112299	VNN1	0	0	0	0	0	0
ENSG00000112303	VNN2	0	0	0	0	0	1
ENSG00000112304	ACOT13	1199.001	1032	1682.999	1216	1248.999	1355.001
ENSG00000112305	SMAP1	2722	2346	2442.001	2810	2611	2966
ENSG00000112306	RPS12	25752.592	23639.564	45039.515	28500.59	29591.907	29461.546
ENSG00000112308	C6orf62	7263	5485	5233	7233	6651.134	7652
ENSG00000112309	B3GAT2	17	23	3	8	20	17
ENSG00000112312	GMNN	3827.001	3373.001	6083	3930.001	3688.001	3807.999
ENSG00000112319	EYA4	20	17	8	24	15	18
ENSG00000112320	SOBP	2331	2027	1412	2248.001	2294.982	2742.026
ENSG00000112333	NR2E1	0	0	0	0	0	1
ENSG00000112335	SNX3	4272	3470.001	5607	4372.001	4293.001	4549
ENSG00000112337	SLC17A2	0	0	0	0	0	0
ENSG00000112339	HBS1L	2849.999	2341	2543.998	2858.999	2577	3005.999
ENSG00000112343	TRIM38	0	0	0	0	3	0
ENSG00000112357	PEX7	559	530.999	811.001	613.999	534	635.999
ENSG00000112365	ZBTB24	1393.614	1148.939	1011.824	1328.321	1397.325	1546.231
ENSG00000112367	FIG4	1468.998	1090.999	1238	1480.002	1268	1365.998
ENSG00000112378	PERP	2	0	0	0	0	1
ENSG00000112379	ARFGEF3	2	0	0	0	0	1
ENSG00000112394	SLC16A10	413	382	341	439	427	485
ENSG00000112406	HECA	346	298	255	402	344	442
ENSG00000112414	ADGRG6	1	0	1	0	0	0
ENSG00000112419	PHACTR2	722.954	641	518.858	786	710	894.343
ENSG00000112425	EPM2A	1019	852.001	918.999	1133	975	1159.999
ENSG00000112462	OR12D3	0	0	0	0	0	0
ENSG00000112473	SLC39A7	6709	6162.999	5201	7510.001	7508.999	9046.002
ENSG00000112486	CCR6	0	0	0	0	0	0
ENSG00000112494	UNC93A	0	0	0	0	0	0
ENSG00000112499	SLC22A2	0	0	1	1	0	0
ENSG00000112511	PHF1	2872.002	2900.001	2458.001	3287.001	3499	3618.001
ENSG00000112514	CUTA	8142.999	7270.998	10712.002	8758	9022.997	9846
ENSG00000112530	PACRG	169	154	203.999	175	164	176
ENSG00000112531	QKI	4035	3366	3333	4086	4121.001	4653.001
ENSG00000112539	C6orf118	48	63	45	55	32	53
ENSG00000112541	PDE10A	2234.001	1854	1655.002	2436.999	2391.001	2671.914
ENSG00000112559	MDFI	1288	1171	1472.001	1330.999	1416	1469
ENSG00000112561	TFEB	170	164	172.999	195.001	187	165.999
ENSG00000112562	SMOC2	21	25	37	21	40	47
ENSG00000112576	CCND3	2020	1662.999	1760	2125	2113.002	2294.949
ENSG00000112578	BYSL	3105	2727.999	3102.999	3263	3380	3531.999
ENSG00000112584	FAM120B	4173	3574.448	3091	4454.999	4493	4865
ENSG00000112592	TBP	2336.726	2066.001	3014.382	2501.572	2389.136	2517
ENSG00000112599	GUCA1B	65	75	77	93	96	124
ENSG00000112619	PRPH2	0	0	0	0	0	1
ENSG00000112624	BICRAL	2749	2139	1590	2597	2517	2958
ENSG00000112640	PPP2R5D	8477.999	7322.001	7214	8850.001	9156	9797
ENSG00000112651	MRPL2	1998.22	1889.266	2382.332	2082.542	2424.876	2421.931
ENSG00000112655	PTK7	14547	12380	10289	15072.998	15600.999	16903.999
ENSG00000112658	SRF	4325	3613	3126	4370	4381	4847
ENSG00000112659	CUL9	4485.001	4333.052	2893.999	5303.999	5321.682	5292.999
ENSG00000112667	DNPH1	2359.999	2236	3788	2763	2768.001	2920
ENSG00000112679	DUSP22	830.999	688.999	727.001	826.001	914.001	959
ENSG00000112685	EXOC2	2287.999	1799	1637	2375	2177	2548
ENSG00000112695	COX7A2	8651.001	7553	14771.001	8182	8395.991	8470.999
ENSG00000112697	TMEM30A	4786.999	3971	3976	5216.007	4926.001	5485.999
ENSG00000112699	GMDS	788	655	774	845	804	963.001
ENSG00000112701	SENP6	4369	3421	3098	4730	4106.001	4743
ENSG00000112706	IMPG1	0	0	0	0	0	0
ENSG00000112715	VEGFA	8604.998	8061.001	6471.999	9182	9699	9914.001
ENSG00000112739	PRPF4B	4448.611	3833.977	3504.565	5297.546	4950.083	5173.993
ENSG00000112742	TTK	2811	1970.001	2415	2816.001	2256.001	2383
ENSG00000112759	SLC29A1	8561	7250.001	6690.001	8613.004	8642	9436.998
ENSG00000112761	CCN6	0	0	0	0	0	0
ENSG00000112763	BTN2A1	1616.534	1483.696	1490.659	1842.821	2048.468	1928.604
ENSG00000112769	LAMA4	407.999	324.001	352	416	391.001	441
ENSG00000112773	TENT5A	262	157	205	273.999	228	283
ENSG00000112782	CLIC5	0	0	0	0	1	0
ENSG00000112787	FBRSL1	10436.999	9511.001	6498	10094.999	11149.999	12629
ENSG00000112796	ENPP5	0	0	1	0	0	0
ENSG00000112799	LY86	0	0	0	0	0	0
ENSG00000112812	PRSS16	0	0	0	0	1	1
ENSG00000112818	MEP1A	1	0	0	0	0	0
ENSG00000112837	TBX18	6	1	5	11	6	4
ENSG00000112851	ERBIN	3363	2612.001	2114.999	3442.999	3244	3466.002
ENSG00000112852	PCDHB2	63.771	53.469	69.55	75.653	94.522	90
ENSG00000112855	HARS2	4483.998	4074.995	4158.996	5142.997	4927.997	5231.997
ENSG00000112874	NUDT12	757.999	599	780.001	815.001	774.001	767
ENSG00000112877	CEP72	1026	977	793	1248	1298.999	1283
ENSG00000112893	MAN2A1	377.999	233	217	333.999	329	323
ENSG00000112902	SEMA5A	5570.999	4336	3217	5672	5859	6895
ENSG00000112936	C7	31919.011	25663.002	24243.999	32385	30891.999	33290.999
ENSG00000112941	TENT4A	6288.001	5426	4305	6579.001	6586	7293
ENSG00000112964	GHR	0	0	1	0	2	0
ENSG00000112972	HMGCS1	5273	4355	5223	5784.001	5448	5971
ENSG00000112977	DAP	5838	4899.999	5009	5951	6119	6558.001
ENSG00000112981	NME5	41	35	47	69	45	51
ENSG00000112983	BRD8	6959.001	6303.001	6426.001	7997.001	7632	8030.001
ENSG00000112984	KIF20A	11382	9341.001	9805.001	12132.001	11676	12501.999
ENSG00000112992	NNT	6511.001	5125	4639.999	6504.001	6224	7095
ENSG00000112996	MRPS30	1558	1286	1261	1629	1570	1672
ENSG00000113013	HSPA9	22641.925	19165.704	19693.783	23977.385	22721.921	25521.905
ENSG00000113048	MRPS27	6224	5078.999	6008.998	6276.001	6367	6755.001
ENSG00000113068	PFDN1	3170	2544.999	3745	3078.001	3161	3209
ENSG00000113070	HBEGF	250	213	175	253	307	279
ENSG00000113073	SLC4A9	2	0	0	0	2	0
ENSG00000113083	LOX	630	463	462.001	561	607.001	620
ENSG00000113088	GZMK	0	0	0	0	0	0
ENSG00000113100	CDH9	0	0	0	0	0	0
ENSG00000113108	APBB3	1143.999	1100.999	1147	1358	1387.999	1470.001
ENSG00000113119	TMCO6	783.999	764	610.001	893.999	971	876
ENSG00000113140	SPARC	4805.999	3987	4794	4812.001	4579.001	5182.001
ENSG00000113141	IK	8786.221	7884.258	8392.689	9779.682	9870.558	10877.547
ENSG00000113161	HMGCR	7370.002	5855.999	6296.001	7500.999	6982.001	7693
ENSG00000113163	CERT1	2057.999	1648	1426.999	2193	2034	2282.001
ENSG00000113194	FAF2	7218.999	5673	5246	6996	6840	7282
ENSG00000113196	HAND1	8777	7323	7656	8660	8670	9847
ENSG00000113205	PCDHB3	1542.699	1284.345	1204.276	1574.936	1613.486	2005.445
ENSG00000113209	PCDHB5	80.333	85.994	41.643	107.356	122.891	107.083
ENSG00000113211	PCDHB6	1218.561	1107.367	928.975	1181.335	1278.842	1456.351
ENSG00000113212	PCDHB7	154.106	158.485	117.437	162.348	169.78	211.272
ENSG00000113231	PDE8B	91.279	66.83	68.641	74.784	153	130.129
ENSG00000113240	CLK4	490	495	558.001	591.001	538	564.999
ENSG00000113248	PCDHB15	599.351	485.837	479.115	753.006	659.395	720.716
ENSG00000113249	HAVCR1	0	0	0	0	0	0
ENSG00000113262	GRM6	1	1	0	1	1.013	2
ENSG00000113263	ITK	2	0	0	1	1	0
ENSG00000113269	RNF130	4525.999	3722	3815.001	4504	4344.999	4803
ENSG00000113272	THG1L	1972.999	1726.001	2055	2123	2183	2386
ENSG00000113273	ARSB	3524	2856.999	2507	3478	3431	3870
ENSG00000113282	CLINT1	7582.999	6522.999	6303	8275	8199.001	8675.999
ENSG00000113296	THBS4	362	337	331	348	372	436
ENSG00000113300	CNOT6	5929.001	4723	3761	5813.999	5476.001	6257.001
ENSG00000113302	IL12B	0	0	0	0	0	0
ENSG00000113303	BTNL8	0	0	1	1	0	0
ENSG00000113312	TTC1	2645.001	2432	3461.009	2956.999	2978	2957.084
ENSG00000113318	MSH3	2002.001	1594.999	1498	1914	1756.001	2023
ENSG00000113319	RASGRF2	40	38	45	64	57	79
ENSG00000113327	GABRG2	0	1	0	0	2	2
ENSG00000113328	CCNG1	2598.001	1994.999	2010.999	2719.999	2350.999	2370.001
ENSG00000113356	POLR3G	251.001	245.343	342	273	295.001	296
ENSG00000113360	DROSHA	8165.999	6794.999	5506.998	8312	8334	9206
ENSG00000113361	CDH6	0	0	1	0	1	0
ENSG00000113368	LMNB1	17397.998	14651.999	12455.999	17938	17809	20558.001
ENSG00000113369	ARRDC3	1412.001	1211	1434	1628	1480.001	1523.001
ENSG00000113384	GOLPH3	3882	3255	4031	4069	3873.777	4469.001
ENSG00000113387	SUB1	4646.967	3844.998	6431.999	5026.998	4407.002	4723
ENSG00000113389	NPR3	1	1	1	7	5	3
ENSG00000113391	ARB2A	2501.999	1998.999	2307.999	2680.999	2380.001	2710.999
ENSG00000113396	SLC27A6	102	82.835	69	100	93	114
ENSG00000113407	TARS1	12131.999	9947.001	11762	12898	12061	13085.999
ENSG00000113430	IRX4	1	1	2	1	1	0
ENSG00000113441	LNPEP	1001	807	598	1192	1029	1177
ENSG00000113448	PDE4D	581.999	458	427.999	704.001	568	634.001
ENSG00000113456	RAD1	2472.001	1912	2197.001	2406.999	2469	2576
ENSG00000113460	BRIX1	2909	2502	2914	3241.999	2783	3169
ENSG00000113492	AGXT2	0	0	0	1	0	1
ENSG00000113494	PRLR	83	54	36.993	70	72	62
ENSG00000113504	SLC12A7	339	323.999	204	347.999	398	485.999
ENSG00000113520	IL4	0	0	0	0	0	0
ENSG00000113522	RAD50	7870.001	5842.354	4687.392	7307.8	6562.773	7520.999
ENSG00000113525	IL5	4	3	5	2	1	7
ENSG00000113532	ST8SIA4	1	1	2	1	2	1
ENSG00000113552	GNPDA1	4646.001	3904	5317	4925.999	4873.001	5134.999
ENSG00000113555	PCDH12	4	3	0	3	2	0
ENSG00000113558	SKP1	9772.511	8113.427	12842.558	10441.664	9790.238	9971.655
ENSG00000113569	NUP155	8172.999	6120.001	5070	7692.001	6801	7807
ENSG00000113575	PPP2CA	9930.45	8406.022	10794.46	10641.6	9952.966	10862.293
ENSG00000113578	FGF1	57.999	50	65	72	58	80
ENSG00000113580	NR3C1	341	316.001	306.001	398	424	454.001
ENSG00000113583	C5orf15	2064.999	1782	2108.996	2172.993	2231.988	2312.994
ENSG00000113593	PPWD1	1330	1139.999	987.001	1446.001	1325.001	1355
ENSG00000113594	LIFR	363	306	268	389	352	426
ENSG00000113595	TRIM23	738	613.001	674	697	685.001	763.001
ENSG00000113597	TRAPPC13	759	725	1044	969	945	819
ENSG00000113600	C9	0	0	0	0	0	0
ENSG00000113615	SEC24A	1267	947	792	1369	1219	1438
ENSG00000113621	TXNDC15	2194.998	1894	2569.999	2432.001	2489.999	2532.001
ENSG00000113638	TTC33	1130	958	1255	1225	1214.001	1223
ENSG00000113643	RARS1	7227	5432	6570.999	6933.001	6103.001	6615.999
ENSG00000113645	WWC1	1958.001	1709.999	1475.999	2006	2135.934	2290.945
ENSG00000113648	MACROH2A1	26326	23438.001	27082.382	27509.998	28773.68	29654.999
ENSG00000113649	TCERG1	7609.001	6819.999	5748.001	8714.998	8363	9054.002
ENSG00000113657	DPYSL3	3131.001	2449.001	2075	3087	3044	3325
ENSG00000113658	SMAD5	3674	3012.999	2767.001	3818.001	3829.971	4037.001
ENSG00000113712	CSNK1A1	9976.21	8062.814	8560.966	9968.071	9421.497	10625.529
ENSG00000113716	HMGXB3	6502	5949	4903	7113.001	7431.999	7767
ENSG00000113719	ERGIC1	12815.999	10472.002	10535.999	12921	12423.998	14300
ENSG00000113721	PDGFRB	6266.001	5447.999	4124	6368.001	6589	7434.001
ENSG00000113722	CDX1	50	56	79	53	55	74
ENSG00000113732	ATP6V0E1	1988	1558	2151.999	1940	1851.001	1689
ENSG00000113734	BNIP1	755	753	1252	792	877	811
ENSG00000113739	STC2	1240	1089	877	1440.999	1514.001	1515
ENSG00000113742	CPEB4	1884	1458	1291	1920	1838	2086
ENSG00000113749	HRH2	2	2	1	4	4	2
ENSG00000113758	DBN1	36391.999	32134.999	30516	38851	39963.866	44200
ENSG00000113761	ZNF346	2031.999	1753	1992.001	2179	2142	2178.817
ENSG00000113763	UNC5A	5153	4481	3282	4911.999	5189	6058
ENSG00000113790	EHHADH	819	682.001	740.001	908	857.999	968.999
ENSG00000113805	CNTN3	11	10	15.593	23.001	6	23.001
ENSG00000113810	SMC4	16014.999	12494.999	10808	17354	14647	16072.001
ENSG00000113811	SELENOK	2254.999	2225	4589	2597	2842.999	2738
ENSG00000113812	ACTR8	2625.999	2228.999	2101	2731.001	2680	2979.999
ENSG00000113838	TBCCD1	1398	1083.307	1229	1349	1310.999	1386.001
ENSG00000113845	TIMMDC1	7586	6746	10336	7969	8036	8538.999
ENSG00000113851	CRBN	1307	1154	1778	1475.998	1438.999	1479
ENSG00000113889	KNG1	3	0	1	0	0	0
ENSG00000113905	HRG	0	1	0	0	0	0
ENSG00000113916	BCL6	9	6	2	5	4	3
ENSG00000113924	HGD	2	12	3	3	6	11
ENSG00000113946	CLDN16	0	0	0	0	0	1
ENSG00000113966	ARL6	792	784	1008.001	941.998	984	974.999
ENSG00000113971	NPHP3	799.166	668.882	634.059	886.874	864.296	840.886
ENSG00000114013	CD86	0	0	0	0	0	0
ENSG00000114019	AMOTL2	2258	1834	1713	2274.001	2277	2532.999
ENSG00000114021	NIT2	1736.001	1548.999	2208.999	1777	1977	1815
ENSG00000114023	FAM162A	1860	1822	2511	1991	2193	2033.999
ENSG00000114026	OGG1	1710.001	1640.998	1990	2058.001	2067	2008
ENSG00000114030	KPNA1	3855	2900	2804.999	3797.001	3380	3737.999
ENSG00000114054	PCCB	4444	3656.999	4932.998	4561.003	4510	4861.002
ENSG00000114062	UBE3A	5328.997	4384.999	4139.651	5694.995	5136.999	6059.001
ENSG00000114098	ARMC8	2095.002	1626	1852.997	2187.997	1980.998	2184.999
ENSG00000114107	CEP70	1116	928	913.999	1146.001	1008.999	1028.999
ENSG00000114113	RBP2	0	0	1	0	0	0
ENSG00000114115	RBP1	14667.999	13403.999	21127.999	15144	15917	17003.999
ENSG00000114120	SLC25A36	2903.001	2512	2317	3332	3104.001	3172.001
ENSG00000114124	GRK7	8.614	5	6	4	12	2
ENSG00000114125	RNF7	2243.999	1963	3904.001	2365.999	2344.001	2524.999
ENSG00000114126	TFDP2	4803.001	3868	3173.001	5133	4714.001	5050.001
ENSG00000114127	XRN1	1498.999	1241	993	1533.001	1549	1574
ENSG00000114166	KAT2B	557	440	406	564.001	547	566
ENSG00000114200	BCHE	6	4	3	8	4	3
ENSG00000114204	SERPINI2	0	0	0	0	0	0
ENSG00000114209	PDCD10	1411	1156.999	2066	1409.999	1292.999	1373
ENSG00000114248	LRRC31	0	1	1	0	0	0
ENSG00000114251	WNT5A	15	16	8	12	14	21
ENSG00000114268	PFKFB4	926.001	844.001	795	958	1028.001	1161.29
ENSG00000114270	COL7A1	152.999	178.001	92	207.984	255.004	177
ENSG00000114279	FGF12	4	2	0	0	3	1
ENSG00000114302	PRKAR2A	4463.001	3399	2963.999	4077.999	4067.001	4747.997
ENSG00000114315	HES1	137	148	117	118	157	147
ENSG00000114316	USP4	5301.999	4472	3942	5776.001	5612.999	6003
ENSG00000114331	ACAP2	1639.999	1247	1234.999	1774	1659.002	1759
ENSG00000114346	ECT2	5154.001	4121.001	4486.999	5424.999	4936.001	5357.001
ENSG00000114349	GNAT1	2	2	0	1	2	2
ENSG00000114353	GNAI2	8247.001	7171	7976.999	8590.999	8958	9635.944
ENSG00000114354	TFG	5945.999	5122	4927.997	5995	5841.999	6398
ENSG00000114374	USP9Y	0	1	0	1	0	0
ENSG00000114378	HYAL1	84	62	55	77.999	98.999	87
ENSG00000114383	TUSC2	2555.001	2425.673	3011	2822	3015.001	3079.512
ENSG00000114388	NPRL2	2381	2292.999	2795.999	2698	2863.001	2771.001
ENSG00000114391	RPL24	28107.954	26749.221	62325.459	30044.503	33311.745	32644.685
ENSG00000114395	CYB561D2	926	833	901	1085	1025.001	1168
ENSG00000114405	CEP15	1139.001	943.001	1131.999	1211	1130	1150
ENSG00000114416	FXR1	10516.998	8397.994	8343.981	10687.975	10143.98	11036.999
ENSG00000114423	CBLB	2051.001	1658.999	1421	1999.999	1901.001	2240
ENSG00000114439	BBX	3070	2602.999	2382.999	3366	3076.001	3680
ENSG00000114446	IFT57	2085	1872	2854.001	2140.999	2230.001	2327
ENSG00000114450	GNB4	2994	2352	2253	3013.999	2784.001	3288.001
ENSG00000114455	HHLA2	0	0	0	0	0	0
ENSG00000114473	IQCG	690.001	674.002	674.001	877	790	876.001
ENSG00000114480	GBE1	677	579	453	625.001	630	652
ENSG00000114487	MORC1	0	0	0	0	0	0
ENSG00000114491	UMPS	3885.002	3204	3932	4032.001	3785	4248.001
ENSG00000114503	NCBP2	10172.001	8580.999	9276.001	11322	10896	12097.999
ENSG00000114520	SNX4	2126	1832	2125	2269.001	2157	2308
ENSG00000114529	C3orf52	27	21	21	35.999	22	22
ENSG00000114541	FRMD4B	11	3	5	7	4	6
ENSG00000114544	SLC41A3	2276.999	1907	1855.001	2398.865	2425	2503
ENSG00000114547	ROPN1B	6	9	17.001	1.979	13.999	17
ENSG00000114554	PLXNA1	17995	15262	9650	19086.001	18668.477	21451.999
ENSG00000114573	ATP6V1A	3778	3027.001	3044.999	3806.999	3520.001	4207.999
ENSG00000114626	ABTB1	646	717	554	704	743.001	706.001
ENSG00000114631	PODXL2	11000	9669	9313	11640	12077	13553
ENSG00000114638	UPK1B	0	0	0	0	0	0
ENSG00000114646	CSPG5	374	318	320	424	403	453.001
ENSG00000114648	KLHL18	2169	1708	1865	2193.001	2321	2423
ENSG00000114650	SCAP	11386.001	9371.001	8272.001	11231.999	11681	13062.001
ENSG00000114654	EFCC1	3	5	3	4	4	5
ENSG00000114656	CFAP92	15	16	33	20.05	35.999	27
ENSG00000114670	NEK11	262	172.001	212.001	250.001	232.999	255
ENSG00000114686	MRPL3	7896.051	6347.985	8657.951	8082.981	7404.027	8138.986
ENSG00000114698	PLSCR4	0	0	0	0	0	0
ENSG00000114735	HEMK1	2133.001	2108.001	2097.001	2639	2799	2601
ENSG00000114737	CISH	510	458	400	537	514	602
ENSG00000114738	MAPKAPK3	1479.139	1294.001	1694.999	1531.159	1608	1796
ENSG00000114739	ACVR2B	6518	5345.001	4099	6630.999	6409	7466.001
ENSG00000114742	WDR48	5128.999	4106	4280	5195	4833	5197
ENSG00000114744	COMMD2	2100.999	1751.001	2648.001	2158	2126	2154
ENSG00000114745	GORASP1	2483.998	2347.003	2044.999	2749.001	2785	2803
ENSG00000114757	PEX5L	145	143	91	150	180.999	199.001
ENSG00000114767	RRP9	2509	2159	2796	2794	3015	3400
ENSG00000114770	ABCC5	3853.001	3693.001	2865.991	4650.999	4521.999	4572.001
ENSG00000114771	AADAC	0	0	0	0	0	0
ENSG00000114779	ABHD14B	1092.724	1017	905.999	1090	1135.001	1251.999
ENSG00000114784	EIF1B	2101	1697	1914	2120.999	1979	2345
ENSG00000114786	ABHD14A-ACY1	724.158	635.017	985.477	622.158	919.067	942.295
ENSG00000114790	ARHGEF26	258	269	183	267	268	278
ENSG00000114796	KLHL24	2001	1613.001	1718.001	2064.001	2077.001	2347
ENSG00000114805	PLCH1	250	222	176	281	295	311
ENSG00000114812	VIPR1	38.001	44	33	44	56	56
ENSG00000114841	DNAH1	349	330	156.252	427	450	463
ENSG00000114850	SSR3	5062	3725	4641	4855.001	4554	4757.999
ENSG00000114853	ZBTB47	1032.019	939.016	671	1090	1021.001	1224
ENSG00000114854	TNNC1	6	1	6	3	1	5
ENSG00000114857	NKTR	5807	5839.999	3477	7581	7532	6888.328
ENSG00000114859	CLCN2	754.002	817.998	510.999	945.999	921	958.001
ENSG00000114861	FOXP1	3510.701	2697.685	2415.568	3175.665	3384.609	3799.001
ENSG00000114867	EIF4G1	49979.999	41190.001	31225	50944.476	52316.998	60252.002
ENSG00000114902	SPCS1	4321	3719	5527	4764	4481	5063.999
